                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     28,                0.94452,                 1.4876,                 1.1379,                0.00467,                      1,                0.86013,                0.61451,                 0.9156,                 2.8391,                 1.0389,             0.00039566,             0.00039566,             0.00039566
                     29,                0.91369,                 1.3958,                 1.1202,                0.80113,                0.71429,                0.83611,                 0.6167,                0.92493,                  2.819,                 1.0317,             0.00040477,             0.00040477,             0.00040477
                     30,                 1.0208,                  1.485,                 1.1144,                0.80113,                0.71429,                0.83611,                 0.6167,                0.92493,                  2.819,                 1.0317,             0.00041348,             0.00041348,             0.00041348
                     31,                0.99529,                 1.3903,                 1.1486,                      1,                0.20512,                0.82424,                0.56154,                0.92587,                 2.7584,                 1.0367,              0.0004218,              0.0004218,              0.0004218
                     32,                0.92107,                  1.498,                 1.1117,                      1,                0.20512,                0.82424,                0.56154,                0.92587,                 2.7584,                 1.0367,             0.00042972,             0.00042972,             0.00042972
                     33,                0.92085,                 1.3819,                 1.1021,                      1,                0.34199,                0.79116,                  0.569,                0.93713,                 2.6958,                 1.0532,             0.00043725,             0.00043725,             0.00043725
                     34,                  0.997,                 1.2848,                 1.1107,                      1,                0.34199,                0.79116,                  0.569,                0.93713,                 2.6958,                 1.0532,             0.00044438,             0.00044438,             0.00044438
                     35,                0.82327,                 1.2846,                 1.0801,                0.89885,                0.38095,                0.78475,                0.56811,                0.90853,                 2.6351,                  1.068,             0.00045111,             0.00045111,             0.00045111
                     36,                0.82122,                 1.2884,                 1.0372,                0.89885,                0.38095,                0.78475,                0.56811,                0.90853,                 2.6351,                  1.068,             0.00045745,             0.00045745,             0.00045745
                     37,                0.95031,                 1.3804,                 1.1668,                      1,                 0.5187,                0.76996,                0.59113,                0.91091,                 2.6281,                   1.09,             0.00046339,             0.00046339,             0.00046339
                     38,                 1.0127,                 1.4783,                 1.1846,                      1,                 0.5187,                0.76996,                0.59113,                0.91091,                 2.6281,                   1.09,             0.00046894,             0.00046894,             0.00046894
                     39,                0.89573,                  1.183,                 1.0465,                      1,                0.54969,                0.77246,                0.57362,                0.98137,                  2.684,                 1.1104,             0.00047409,             0.00047409,             0.00047409
                     40,                0.76797,                 1.1385,                 1.0244,                      1,                0.54969,                0.77246,                0.57362,                0.98137,                  2.684,                 1.1104,             0.00047884,             0.00047884,             0.00047884
                     41,                0.84063,                 1.2498,                 1.1033,                      1,                 0.4706,                 0.7701,                0.54299,                 1.0191,                 2.7401,                  1.119,              0.0004832,              0.0004832,              0.0004832
                     42,                0.87443,                 1.2542,                 1.1069,                      1,                 0.4706,                 0.7701,                0.54299,                 1.0191,                 2.7401,                  1.119,             0.00048716,             0.00048716,             0.00048716
                     43,                 0.8597,                 1.1966,                 1.0177,                      1,                0.52169,                0.78654,                 0.5998,                0.92706,                 2.7256,                 1.0652,             0.00049073,             0.00049073,             0.00049073
                     44,                0.93668,                 1.3763,                 1.0883,                      1,                0.52169,                0.78654,                 0.5998,                0.92706,                 2.7256,                 1.0652,              0.0004939,              0.0004939,              0.0004939
                     45,                0.75922,                 1.0099,                 1.0116,                      1,                 0.5299,                0.79747,                0.61232,                0.84532,                 2.6312,                 1.0171,             0.00049667,             0.00049667,             0.00049667
                     46,                0.77151,                0.98696,                 1.0216,                      1,                 0.5299,                0.79747,                0.61232,                0.84532,                 2.6312,                 1.0171,             0.00049905,             0.00049905,             0.00049905
                     47,                  1.005,                 1.3172,                 1.1624,                      1,                 0.5593,                0.83944,                0.63351,                0.82233,                 2.5596,                 1.0379,             0.00050103,             0.00050103,             0.00050103
                     48,                0.86413,                 1.2414,                 1.0864,                      1,                 0.5593,                0.83944,                0.63351,                0.82233,                 2.5596,                 1.0379,             0.00050262,             0.00050262,             0.00050262
                     49,                0.97533,                 1.2111,                 1.1133,                      1,                0.65825,                 0.8448,                0.64234,                 0.8648,                 2.4958,                 1.0453,             0.00050381,             0.00050381,             0.00050381
                     50,                0.91411,                 1.2477,                 1.0779,                      1,                0.65825,                 0.8448,                0.64234,                 0.8648,                 2.4958,                 1.0453,              0.0005046,              0.0005046,              0.0005046
                     51,                0.79095,                 1.0475,                 1.0371,                      1,                0.69374,                0.85083,                0.67499,                0.84023,                 2.4675,                0.97977,               0.000505,               0.000505,               0.000505
                     52,                0.84942,                 1.0126,                0.94436,                      1,                0.69374,                0.85083,                0.67499,                0.84023,                 2.4675,                0.97977,               0.000505,               0.000505,               0.000505
                     53,                0.90699,                 1.1998,                 1.0413,                      1,                0.69374,                0.85083,                0.67499,                0.84023,                 2.4675,                0.97977,             0.00050461,             0.00050461,             0.00050461
                     54,                0.85608,                 1.0927,                 1.0854,                      1,                0.75693,                 0.8646,                0.68673,                0.82153,                 2.3276,                0.97635,             0.00050382,             0.00050382,             0.00050382
                     55,                0.77216,                0.98543,                 1.0249,                      1,                0.75693,                 0.8646,                0.68673,                0.82153,                 2.3276,                0.97635,             0.00050263,             0.00050263,             0.00050263
                     56,                0.74127,                 1.0352,                0.98048,                      1,                0.75693,                 0.8646,                0.68673,                0.82153,                 2.3276,                0.97635,             0.00050105,             0.00050105,             0.00050105
                     57,                0.91556,                  1.165,                 1.0935,                      1,                 0.8288,                0.89168,                0.71049,                0.74367,                  2.138,                0.99595,             0.00049907,             0.00049907,             0.00049907
                     58,                0.80659,                  0.967,                 1.0269,                      1,                 0.8288,                0.89168,                0.71049,                0.74367,                  2.138,                0.99595,              0.0004967,              0.0004967,              0.0004967
                     59,                0.92827,                 1.0888,                 1.0973,                      1,                 0.8288,                0.89168,                0.71049,                0.74367,                  2.138,                0.99595,             0.00049393,             0.00049393,             0.00049393
                     60,                0.69399,                 1.1335,                0.97859,                0.93308,                0.85714,                0.90855,                0.74517,                0.69376,                 1.9669,                0.97961,             0.00049076,             0.00049076,             0.00049076
                     61,                0.73902,                 1.0549,                0.95837,                0.93308,                0.85714,                0.90855,                0.74517,                0.69376,                 1.9669,                0.97961,              0.0004872,              0.0004872,              0.0004872
                     62,                0.75166,                 1.3109,                 1.0005,                0.93308,                0.85714,                0.90855,                0.74517,                0.69376,                 1.9669,                0.97961,             0.00048324,             0.00048324,             0.00048324
                     63,                0.83284,                 1.0739,                 1.1001,                0.94897,                0.88613,                0.90535,                0.72462,                0.68054,                 1.8454,                0.93177,             0.00047889,             0.00047889,             0.00047889
                     64,                0.79751,                  1.119,                 1.0503,                0.94897,                0.88613,                0.90535,                0.72462,                0.68054,                 1.8454,                0.93177,             0.00047414,             0.00047414,             0.00047414
                     65,                0.85053,                 1.1503,                0.98409,                0.94897,                0.88613,                0.90535,                0.72462,                0.68054,                 1.8454,                0.93177,             0.00046899,             0.00046899,             0.00046899
                     66,                0.79621,                 1.0446,                 1.0572,                0.98386,                0.90476,                0.93336,                0.75167,                0.67858,                 1.8226,                0.92703,             0.00046345,             0.00046345,             0.00046345
                     67,                0.75844,                0.96935,                0.99071,                0.98386,                0.90476,                0.93336,                0.75167,                0.67858,                 1.8226,                0.92703,             0.00045751,             0.00045751,             0.00045751
                     68,                0.64587,                 0.9286,                0.97441,                0.98386,                0.90476,                0.93336,                0.75167,                0.67858,                 1.8226,                0.92703,             0.00045118,             0.00045118,             0.00045118
                     69,                0.74223,                 1.0394,                0.97627,                0.98406,                0.90476,                0.94456,                0.76224,                0.72125,                 1.7805,                0.93588,             0.00044445,             0.00044445,             0.00044445
                     70,                0.82984,                0.94896,                 1.0486,                0.98406,                0.90476,                0.94456,                0.76224,                0.72125,                 1.7805,                0.93588,             0.00043732,             0.00043732,             0.00043732
                     71,                0.73764,                  1.079,                0.99977,                0.98406,                0.90476,                0.94456,                0.76224,                0.72125,                 1.7805,                0.93588,              0.0004298,              0.0004298,              0.0004298
                     72,                0.68278,                0.92131,                0.98451,                      1,                0.89618,                0.97045,                0.78935,                0.68807,                 1.6866,                0.91892,             0.00042188,             0.00042188,             0.00042188
                     73,                0.71408,                0.88969,                 1.0022,                      1,                0.89618,                0.97045,                0.78935,                0.68807,                 1.6866,                0.91892,             0.00041357,             0.00041357,             0.00041357
                     74,                0.70574,                0.90327,                0.95708,                      1,                0.89618,                0.97045,                0.78935,                0.68807,                 1.6866,                0.91892,             0.00040486,             0.00040486,             0.00040486
                     75,                0.88681,                 1.1989,                  1.186,                      1,                0.89311,                  0.985,                0.80842,                0.66592,                 1.6101,                0.91739,             0.00039575,             0.00039575,             0.00039575
                     76,                0.71724,                0.92363,                0.96611,                      1,                0.89311,                  0.985,                0.80842,                0.66592,                 1.6101,                0.91739,             0.00038625,             0.00038625,             0.00038625
                     77,                0.66946,                 1.1311,                0.96022,                      1,                0.89311,                  0.985,                0.80842,                0.66592,                 1.6101,                0.91739,             0.00037635,             0.00037635,             0.00037635
                     78,                0.73963,                  1.064,                 1.0459,                      1,                0.87491,                  0.973,                0.80479,                0.64973,                 1.5997,                0.89742,             0.00036606,             0.00036606,             0.00036606
                     79,                0.57139,                0.80414,                0.91197,                      1,                0.87491,                  0.973,                0.80479,                0.64973,                 1.5997,                0.89742,             0.00035537,             0.00035537,             0.00035537
                     80,                0.74738,                0.89069,                 1.0064,                      1,                0.87491,                  0.973,                0.80479,                0.64973,                 1.5997,                0.89742,             0.00034428,             0.00034428,             0.00034428
                     81,                0.63415,                 1.0338,                  0.993,                0.97226,                0.90476,                0.96781,                0.80851,                0.64316,                 1.5903,                 0.8725,              0.0003328,              0.0003328,              0.0003328
                     82,                 0.7124,                0.92248,                 0.9539,                0.97226,                0.90476,                0.96781,                0.80851,                0.64316,                 1.5903,                 0.8725,             0.00032092,             0.00032092,             0.00032092
                     83,                0.62971,                 0.8648,                0.92753,                0.97226,                0.90476,                0.96781,                0.80851,                0.64316,                 1.5903,                 0.8725,             0.00030865,             0.00030865,             0.00030865
                     84,                0.65921,                0.97879,                0.92699,                0.97558,                0.90476,                  0.975,                 0.8251,                 0.6081,                 1.5257,                0.85339,             0.00029598,             0.00029598,             0.00029598
                     85,                0.61323,                0.87695,                0.93843,                0.97558,                0.90476,                  0.975,                 0.8251,                 0.6081,                 1.5257,                0.85339,             0.00028291,             0.00028291,             0.00028291
                     86,                0.66997,                0.89882,                0.94142,                0.97558,                0.90476,                  0.975,                 0.8251,                 0.6081,                 1.5257,                0.85339,             0.00026945,             0.00026945,             0.00026945
                     87,                 0.5725,                0.86744,                0.91167,                0.97558,                0.90476,                  0.975,                 0.8251,                 0.6081,                 1.5257,                0.85339,             0.00025559,             0.00025559,             0.00025559
                     88,                0.70672,                 1.0412,                 1.0021,                      1,                0.93428,                0.99318,                0.86238,                0.54186,                 1.4503,                0.83267,             0.00024134,             0.00024134,             0.00024134
                     89,                0.70472,                0.98812,                  1.029,                      1,                0.93428,                0.99318,                0.86238,                0.54186,                 1.4503,                0.83267,             0.00022669,             0.00022669,             0.00022669
                     90,                0.63658,                0.88015,                0.98138,                      1,                0.93428,                0.99318,                0.86238,                0.54186,                 1.4503,                0.83267,             0.00021164,             0.00021164,             0.00021164
                     91,                0.59967,                 1.1701,                0.91287,                      1,                0.93428,                0.99318,                0.86238,                0.54186,                 1.4503,                0.83267,              0.0001962,              0.0001962,              0.0001962
                     92,                0.54025,                 1.1543,                0.90023,                      1,                0.96518,                  0.995,                0.88514,                0.48521,                   1.38,                 0.8235,             0.00018036,             0.00018036,             0.00018036
                     93,                0.50513,                 1.1245,                0.84873,                      1,                0.96518,                  0.995,                0.88514,                0.48521,                   1.38,                 0.8235,             0.00016413,             0.00016413,             0.00016413
                     94,                0.52149,                 1.1037,                0.85861,                      1,                0.96518,                  0.995,                0.88514,                0.48521,                   1.38,                 0.8235,              0.0001475,              0.0001475,              0.0001475
                     95,                0.52769,                 1.0801,                0.89859,                      1,                0.96518,                  0.995,                0.88514,                0.48521,                   1.38,                 0.8235,             0.00013047,             0.00013047,             0.00013047
                     96,                0.53535,                 1.0365,                0.88161,                0.98423,                      1,                  0.995,                0.90141,                0.44061,                 1.3345,                0.81546,             0.00011305,             0.00011305,             0.00011305
                     97,                0.57955,                 1.1304,                0.90392,                0.98423,                      1,                  0.995,                0.90141,                0.44061,                 1.3345,                0.81546,             9.5232e-05,             9.5232e-05,             9.5232e-05
                     98,                0.54163,                 1.0057,                0.83633,                0.98423,                      1,                  0.995,                0.90141,                0.44061,                 1.3345,                0.81546,             7.7018e-05,             7.7018e-05,             7.7018e-05
                     99,                0.45092,                 1.0989,                0.86335,                0.98423,                      1,                  0.995,                0.90141,                0.44061,                 1.3345,                0.81546,             5.8408e-05,             5.8408e-05,             5.8408e-05
                    100,                0.48133,                 1.0901,                0.85602,                0.98397,                      1,                  0.995,                0.90944,                 0.4163,                 1.2829,                0.81257,             3.9402e-05,             3.9402e-05,             3.9402e-05
